0 0.2 2.5523
0.00943396 0.2 0
0.0188679 0.2 0
0.0283019 0.2 0
0.0377358 0.2 0
0.0471698 0.2 2.44694
0.0566038 0.2 3.54107
0.0660377 0.2 0
0.0754717 0.2 0
0.0849057 0.2 0
0.0943396 0.2 0
0.103774 0.2 0
0.113208 0.2 3.04995
0.122642 0.2 4.2984
0.132075 0.2 0
0.141509 0.2 0
0.150943 0.2 0
0.160377 0.2 2.74039
0.169811 0.2 3.28844
0.179245 0.2 0
0.188679 0.2 0
0.198113 0.2 0
0.207547 0.2 1.12052
0.216981 0.2 3.50943
0.226415 0.2 0
0.235849 0.2 0
0.245283 0.2 0
0.254717 0.2 2.86813
0.264151 0.2 0
0.273585 0.2 2.8577
0.283019 0.2 4.80119
0.292453 0.2 0
0.301887 0.2 0
0.311321 0.2 0
0.320755 0.2 2.45668
0.330189 0.2 2.64791
0.339623 0.2 3.65653
0.349057 0.2 2.92568
0.358491 0.2 3.2148
0.367925 0.2 3.0648
0.377358 0.2 4.07908
0.386792 0.2 2.7786
0.396226 0.2 4.58005
0.40566 0.2 0
0.415094 0.2 3.42846
0.424528 0.2 0
0.433962 0.2 3.42836
0.443396 0.2 3.19218
0.45283 0.2 3.40754
0.462264 0.2 2.22536
0.471698 0.2 0
0.481132 0.2 0
0.490566 0.2 0
0.5 0.2 3.07368
0.509434 0.2 0
0.518868 0.2 3.66196
0.528302 0.2 3.43408
0.537736 0.2 2.79014
0.54717 0.2 2.3562
0.556604 0.2 3.88728
0.566038 0.2 2.58658
0.575472 0.2 1.91654
0.584906 0.2 3.56472
0.59434 0.2 3.06665
0.603774 0.2 3.99345
0.613208 0.2 2.42133
0.622642 0.2 3.55021
0.632075 0.2 0
0.641509 0.2 3.53482
0.650943 0.2 3.54853
0.660377 0.2 3.32434
0.669811 0.2 4.20476
0.679245 0.2 3.5509
0.688679 0.2 2.05208
0.698113 0.2 0
0.707547 0.2 0
0.716981 0.2 2.78115
0.726415 0.2 0
0.735849 0.2 1.65898
0.745283 0.2 3.87398
0.754717 0.2 4.17471
0.764151 0.2 2.52344
0.773585 0.2 2.75665
0.783019 0.2 4.1264
0.792453 0.2 1.99456
0.801887 0.2 3.28464
0.811321 0.2 0
0.820755 0.2 2.29973
0.830189 0.2 3.46057
0.839623 0.2 0
0.849057 0.2 3.43413
0.858491 0.2 2.62711
0.867925 0.2 3.32598
0.877358 0.2 0
0.886792 0.2 1.88976
0.896226 0.2 3.34412
0.90566 0.2 4.29535
0.915094 0.2 1.60692
0.924528 0.2 2.6266
0.933962 0.2 4.00288
0.943396 0.2 2.88574
0.95283 0.2 1.72077
0.962264 0.2 1.65514
0.971698 0.2 3.10885
0.981132 0.2 0
0.990566 0.2 0
1 0.2 2.42531
0 0.4 2.5523
0.00943396 0.4 0
0.0188679 0.4 0
0.0283019 0.4 0
0.0377358 0.4 0
0.0471698 0.4 2.44694
0.0566038 0.4 3.54107
0.0660377 0.4 0
0.0754717 0.4 0
0.0849057 0.4 0
0.0943396 0.4 0
0.103774 0.4 0
0.113208 0.4 3.04995
0.122642 0.4 4.2984
0.132075 0.4 0
0.141509 0.4 0
0.150943 0.4 0
0.160377 0.4 3.05396
0.169811 0.4 3.28844
0.179245 0.4 0
0.188679 0.4 0
0.198113 0.4 0
0.207547 0.4 1.12052
0.216981 0.4 3.50943
0.226415 0.4 0
0.235849 0.4 0
0.245283 0.4 0
0.254717 0.4 2.86813
0.264151 0.4 0
0.273585 0.4 2.8577
0.283019 0.4 4.80119
0.292453 0.4 0
0.301887 0.4 0
0.311321 0.4 0
0.320755 0.4 2.45668
0.330189 0.4 2.64791
0.339623 0.4 3.65653
0.349057 0.4 2.92568
0.358491 0.4 3.2148
0.367925 0.4 3.0648
0.377358 0.4 4.07908
0.386792 0.4 2.7786
0.396226 0.4 4.58005
0.40566 0.4 1.65931
0.415094 0.4 3.42846
0.424528 0.4 1.31902
0.433962 0.4 3.42836
0.443396 0.4 3.19218
0.45283 0.4 3.40754
0.462264 0.4 2.22536
0.471698 0.4 0
0.481132 0.4 0
0.490566 0.4 0
